title,url,description,price,original_price,discount_percentage,discount_value,cost_per_unit,country,lead_time,supplier,returned_products,high_confidence_terms,flags,promotions,price_range,original_price_range,inventory_quantity,availability,launch_datetime,exclude_from_apps,active,category_paths,color_group,color,size,brand,gender,large_image,swatch_image,thumb_image,sku,condition,variant_options,product_class,collection_member_ids,item_id,capacity,width,height,depth,store_latitude,store_longitude,gtin,keywords,reviews
Product RF8XR,https://example.com/T1ZtL7Nl,Description ECBZlWsdjWewEljbcZd1,324.43,332.83,2.52,8.399999999999977,124.0,France,9 days,Supplier NkdMZ,23,"['LWdKL', 'Z6jl7', 'IPFhb']","['XmlOV', 'q5R1z', 'ABpiW']","['J6bHa', 'gk3nF', '3Cvof']","[138.13, 823.09, 478.26]","[624.72, 705.36, 205.05]",973,in stock,2024-10-01T06:32:17.112987,"['V4ZNE', '71wee', 'i5kOw']",False,Sports/Outdoor,White,Green,M,BrandD,Unisex,https://picsum.photos/seed/JCwcW/600/600,https://picsum.photos/seed/4SnRK/50/50,https://picsum.photos/seed/tmzhs/150/150,c7923502-18a2-42dc-9d48-062cdb47ea6c,used,"['t8Qs7', 'uIqr4', '7AZ71']",premium,"['kveWX', 'tkJTy', 'YZ5d3']",00f9cafc-5401-425c-aef7-cbc4ffdebc2f,326.48,101.75,96.86,160.52,-56.762696,87.135045,9352796357941,"['wI3pY', 'jwclL', 'Aph5Z']",3.2
Product GNpVl,https://example.com/ViVHKYr6,Description xoo9q9vugxXyF9TgwKwh,282.83,303.34,6.76,20.50999999999999,99.16,France,2 days,Supplier iX0rJ,34,"['4g5B0', 'qBOGl', 'Twu9n']","['zCIp8', '4f5C1', 'F9UVZ']","['p0MH9', 'vijAe', 'Fjgrw']","[766.88, 181.18, 927.26]","[131.83, 412.59, 908.62]",750,in stock,2025-08-01T06:32:17.113099,"['bUfC7', 'ZPpjW', 'GHaep']",False,Electronics/Phones,Yellow,White,L,BrandB,Male,https://picsum.photos/seed/3Gxbk/600/600,https://picsum.photos/seed/Ru3wM/50/50,https://picsum.photos/seed/11j7V/150/150,fabd3092-49c3-4d50-9951-b6c21ae46d67,used,"['aF9bZ', 'SWTUL', 'AuuV7']",exclusive,"['x02sx', '0pIjD', 'yPH1q']",3699ca4c-c015-4f5a-ac18-62396380c543,282.95,113.78,50.72,50.02,75.934729,3.129317,1040220754517,"['5DlFk', '9q0lV', '2dkQ5']",1.5
Product yfSYk,https://example.com/duQ7b6JE,Description kPpsWnJREIxbAKbOpqbR,449.34,491.83,8.64,42.49000000000001,362.4,Japan,11 days,Supplier 0J06v,30,"['xvUkN', 'cqamx', 'ZhkNj']","['MTczb', 'yP8W3', 'SyNnW']","['oOKFs', 'raeS2', 'wpFlg']","[925.61, 246.81, 514.43]","[597.01, 330.04, 347.19]",29,in stock,2025-03-30T06:32:17.113229,"['JNBZR', 'ywMtU', 'vHL40']",True,Electronics/Phones,Black,Blue,M,BrandA,Unisex,https://picsum.photos/seed/VxB5Q/600/600,https://picsum.photos/seed/RRo1T/50/50,https://picsum.photos/seed/XvcGo/150/150,d006a769-548f-4a8e-aadb-639a81d5bbf7,refurbished,"['NcNXc', 'ymtKB', 'TWMAq']",premium,"['6PYyG', 'ciQf4', 'bzwf1']",bd530f19-68af-4eda-8c9d-528871a673c6,200.56,82.62,182.06,160.96,-21.638641,104.694051,3908593808714,"['rs6B2', 'HDN96', 'hD9pc']",1.2
Product nxLtA,https://example.com/BxyV9v10,Description 0GAyTj4kvi26VHWBdDm2,294.41,371.26,20.7,76.84999999999997,126.65,Japan,14 days,Supplier YdOpP,9,"['KFhyg', 'vKzBa', '7MXsz']","['8O42d', 'Rd9T6', 'ShyQE']","['IgDzS', 'Wo9dw', 'IkYvp']","[993.47, 735.5, 319.69]","[653.28, 760.66, 380.8]",820,out of stock,2025-04-28T06:32:17.113329,"['c6K2s', 'BanTT', 'L7YoR']",True,Electronics/Phones,White,Red,S,BrandA,Female,https://picsum.photos/seed/mQVja/600/600,https://picsum.photos/seed/0yMMz/50/50,https://picsum.photos/seed/mxfRm/150/150,1df32397-feec-480d-abc7-8583d27e7316,new,"['o2LkQ', 'sAfaF', '8TikD']",standard,"['2x73O', 'DzLzw', 'tQFim']",ded935e9-5f06-4df5-b773-a687f1162a70,475.8,41.33,197.08,78.27,-8.577268,-15.029022,7124810443067,"['BJai6', 'ZNXEf', 'Zxf2S']",1.6
Product rHEWQ,https://example.com/W5Y4NkvR,Description fcnF31Qb9swy7kYHP52h,395.27,461.57,14.36,66.30000000000001,291.68,Germany,6 days,Supplier wa9mL,9,"['aVGVq', 'Q1xNZ', 'L7gBw']","['bANUU', 'AApO8', 'uVzMU']","['AeZ1o', '0oqMP', 'bW91e']","[452.03, 201.98, 659.96]","[248.74, 442.7, 229.73]",392,in stock,2025-03-10T06:32:17.113627,"['qsyD6', 'CGYjN', 'rjdY9']",True,Home/Furniture,Yellow,Blue,L,BrandC,Female,https://picsum.photos/seed/8JpbG/600/600,https://picsum.photos/seed/UMIRR/50/50,https://picsum.photos/seed/38Cwr/150/150,2841296c-58ab-47e2-9df0-c83333828d0e,used,"['yyhq4', 'NO6vi', 'r4E9r']",premium,"['9EZfH', 'Z1Ctj', '1ZxqU']",0000dadd-fe33-4a0d-9662-054fbda6d927,369.37,189.14,197.85,157.77,57.244456,-46.926173,1889543127882,"['iysAm', 'MDDFS', 'TXyRT']",2.5
Product KK6Fz,https://example.com/Ks5Wdj37,Description TGwzEjWqV5B8g1rH3UIQ,495.03,590.11,16.11,95.08000000000004,479.54,Canada,8 days,Supplier L9mID,42,"['Ccerp', 'sGyLW', 'o2DAp']","['fY4P2', 'QwOOP', 'ipKWy']","['WFgiO', 'GYNkB', 'eJlYH']","[594.36, 314.38, 566.61]","[604.01, 418.21, 262.31]",746,out of stock,2025-09-11T06:32:17.113787,"['4lgMl', 'eCygt', 'NOdSq']",False,Clothing/Men,Blue,Blue,XL,BrandC,Female,https://picsum.photos/seed/OampD/600/600,https://picsum.photos/seed/8ykjB/50/50,https://picsum.photos/seed/GqFcL/150/150,dbd42523-e48e-4b89-80bc-2573af6046d4,refurbished,"['atSZo', 'rVOQ0', 'fUap1']",exclusive,"['oKZhY', '2JTbs', 'dLbRP']",6e7793fe-bf43-42d2-a625-21e9d14550dd,485.26,180.56,126.64,147.21,78.328404,-136.948313,6013431709302,"['OxV2Z', 'PAxob', 'miHqC']",2.9
Product 0T3XL,https://example.com/ihMfWqLn,Description p4SqUb9xpS0VBhLuhS9M,254.51,267.51,4.86,13.0,88.26,USA,14 days,Supplier Zkge9,48,"['DUYbj', 'exlVK', 'kNAzl']","['iVTlU', 'vHBME', 'wuugK']","['mGGQM', 'fT9j7', '9fxWb']","[32.96, 693.52, 682.86]","[243.53, 520.48, 314.82]",805,out of stock,2024-12-11T06:32:17.113897,"['uBGhP', '6uAJd', 'D7ZwS']",True,Clothing/Men,Red,Yellow,XL,BrandB,Male,https://picsum.photos/seed/Nznnd/600/600,https://picsum.photos/seed/WI3rL/50/50,https://picsum.photos/seed/UqAXW/150/150,27f3ad69-5c3c-44c1-b00f-e44012c749fd,refurbished,"['gMbh7', 'z7RRq', 'GpyNu']",standard,"['5Ksje', '3HVRk', 'kM2OI']",dc74bbf6-c70c-4077-8a8c-e6113dce546b,176.5,76.83,16.87,90.93,21.920922,98.625645,7225877321513,"['X4hJj', 'u559x', '0UDgd']",2.3
Product ogl7Q,https://example.com/vlnI8VyT,Description fF9wzljVp3hlCh6fyE3C,162.47,174.03,6.64,11.560000000000002,134.88,USA,3 days,Supplier EHsKY,20,"['9yRly', 'eigvi', 'dyGlN']","['Q38C5', 'XB1eZ', 'VGLz7']","['0Vu6S', 'TUNCq', 'oiKqK']","[67.15, 272.49, 522.69]","[526.71, 539.94, 449.78]",915,preorder,2024-11-26T06:32:17.113994,"['O4Ea6', 'b8MtO', 'BCmYG']",True,Sports/Outdoor,White,Green,XL,BrandD,Male,https://picsum.photos/seed/I6Qk8/600/600,https://picsum.photos/seed/taCM3/50/50,https://picsum.photos/seed/5AzWA/150/150,08967781-2de3-41b7-8817-bfce3a774eba,new,"['CYA9s', 'u0lmq', 'QdkU7']",premium,"['dVWGl', '2zAR0', '5AXh2']",f03de7b3-4c53-4576-81ee-98589d856e11,114.45,194.04,122.99,180.96,77.945975,-13.132302,7369256040468,"['IaIQf', 'hq27X', 'wWgM3']",0.5
Product MSoyH,https://example.com/yrEAup2m,Description CPXGS14GKGUwWE59JNXi,204.67,296.39,30.95,91.72,115.86,USA,1 days,Supplier TonPK,37,"['YP7eG', 'G5V1l', 'pF45D']","['0DXR8', 'MnaoQ', 'bloL6']","['ELS6r', 'wSzZW', 'RX4vu']","[999.84, 74.51, 23.91]","[644.81, 582.78, 503.17]",482,in stock,2025-09-12T06:32:17.114089,"['0Yi4W', 'Dgj4n', '9fk6O']",True,Home/Furniture,White,Yellow,XL,BrandB,Male,https://picsum.photos/seed/wG81K/600/600,https://picsum.photos/seed/sAram/50/50,https://picsum.photos/seed/YAVfm/150/150,0664942a-b4b6-4ccb-8844-eadcb7a44676,new,"['sTHed', 'wlvCV', 'QehIV']",premium,"['LOxdz', 'iIPRk', 'oNEqf']",e6a4133f-c934-4028-856d-6012388e3cf6,217.08,192.96,13.34,39.07,59.82924,13.064449,9947185603820,"['2SDoN', 'U84tw', 'v2vN4']",4.3
Product vgBgP,https://example.com/qcCMocKC,Description veGH0bghwffLQH7G2Q7j,342.4,433.9,21.09,91.5,155.06,Japan,13 days,Supplier 3vWG5,33,"['GBOD5', 'K7vU2', 'F59lu']","['2vYEs', '1npMO', 'TPoB2']","['4Cw2U', 'z13uK', 'ZAAnP']","[769.44, 27.17, 343.41]","[813.37, 83.06, 813.98]",629,out of stock,2024-12-18T06:32:17.114193,"['5L5aX', 'CCM0y', 'B1nNh']",False,Home/Furniture,Red,White,M,BrandD,Male,https://picsum.photos/seed/ANGMH/600/600,https://picsum.photos/seed/p2uDd/50/50,https://picsum.photos/seed/X0Z5I/150/150,cbfb9773-220a-4d7b-9ff6-b8233312e7e6,used,"['5yYL6', '0oYTb', 'EAxog']",exclusive,"['461UE', 'NL0es', 'PsvKm']",b3d47611-77be-424c-900a-e40760b05f8d,251.71,6.41,24.28,41.38,-43.023253,177.469242,8862570802899,"['sq070', 'VB4VW', 'PaXWf']",2.2
Product 8YOLD,https://example.com/c3rNmgpH,Description nlXoNCFlPHjVeKJjlS7f,420.71,464.5,9.43,43.79000000000002,81.31,Japan,3 days,Supplier ItS1S,4,"['JWShY', '6y4kC', 'adMgw']","['BZ0DF', 'O1sS9', 'R5NjX']","['h6onX', 'QhjTU', 'ZTsdG']","[246.92, 801.96, 569.51]","[176.03, 228.26, 83.17]",394,preorder,2024-09-28T06:32:17.114319,"['gJ2OC', 'qyEeI', '9YPIu']",False,Electronics/Phones,Yellow,Black,S,BrandB,Female,https://picsum.photos/seed/bG5WY/600/600,https://picsum.photos/seed/LCT3g/50/50,https://picsum.photos/seed/Us4Z9/150/150,99445564-8d1d-46a7-9c32-47761249f178,new,"['081zU', 'P5h3X', '3ZP1E']",exclusive,"['gLpVc', 'SiPgv', 'GHbFU']",eda59eed-5ad5-4107-9253-e54f15b4bb65,133.2,114.56,153.09,24.89,-24.784819,147.79293,8036940674299,"['klmnO', 'Sonb6', 'Eo3nD']",4.3
Product wu2Pk,https://example.com/EZ3hQhiz,Description RO7TJVpYokTbIc4uqn2G,298.26,335.69,11.15,37.43000000000001,178.05,Japan,5 days,Supplier kEZ5Y,49,"['0Mo2Z', '6q0jb', 'fu7E8']","['gVgep', 'RjFf4', 'zM63h']","['TbLfr', '4H3kN', 'hWq19']","[490.29, 36.86, 709.08]","[455.21, 827.96, 630.69]",733,in stock,2024-09-26T06:32:17.114436,"['09Vz7', 'v90Ip', 'wliG1']",False,Electronics/Phones,White,Yellow,L,BrandD,Male,https://picsum.photos/seed/AfWA5/600/600,https://picsum.photos/seed/0fVi2/50/50,https://picsum.photos/seed/K5FvB/150/150,ae116187-e8dc-4235-8fcd-0c7d65efacca,used,"['NXl04', 'KD1Ib', 'Fp9zZ']",exclusive,"['zgykw', '44QRq', '9Sdg9']",02c140ca-ef7d-4940-99f0-7065550814c5,396.47,104.31,106.42,27.71,17.840062,-69.661912,3228818915842,"['X6B2e', 'nU0HT', '75HtK']",2.6
Product OV5jF,https://example.com/tdzWsYum,Description 1zXl2o7CCCgfrZEgvEgA,451.86,520.1700000000001,13.13,68.31000000000006,385.19,USA,1 days,Supplier NSQle,23,"['25LKb', 'mT8Qc', 'lJbUY']","['ILSJJ', 'sChY1', 'NAlKB']","['1iHJr', 'HN4k3', 'qoeCP']","[369.15, 509.44, 210.0]","[856.35, 826.22, 834.41]",181,out of stock,2025-05-16T06:32:17.114532,"['RZ8LY', 'k3ifY', 'aAjkH']",True,Clothing/Women,Red,Black,M,BrandD,Male,https://picsum.photos/seed/ecjxT/600/600,https://picsum.photos/seed/BaU8g/50/50,https://picsum.photos/seed/8eo5C/150/150,7adec212-1069-434e-bf22-34e07c866299,used,"['ORR1Y', 'gDSwv', 'T1lYR']",exclusive,"['l1aMV', 'T4CMG', 'ZsNru']",b329fe06-29dd-486a-a767-c0499a6925c4,466.35,136.96,80.75,198.43,-85.549177,88.301627,0224633202612,"['V2OEG', 'uSfsZ', 'EeSxR']",1.6
Product yfHCt,https://example.com/RyUjZRCv,Description WTvO4bMBMeb3g1tB8BWa,395.8,414.7,4.56,18.899999999999977,57.0,Japan,7 days,Supplier c9CnO,0,"['8Hlfi', 'PXbGG', 'pVhH8']","['2jkiI', 'y1CT4', 'ZX8aP']","['tBGCv', 'Pb8dy', 'WZOdR']","[645.41, 626.6, 689.19]","[453.35, 217.75, 919.63]",199,out of stock,2025-03-02T06:32:17.114646,"['havZU', 'GyewD', 'yisgb']",True,Home/Furniture,Green,Yellow,L,BrandC,Unisex,https://picsum.photos/seed/3eWN1/600/600,https://picsum.photos/seed/xRD4o/50/50,https://picsum.photos/seed/eaxfL/150/150,5d36867c-5b3d-4178-8f65-c056011a584b,used,"['MsMYC', '53hh0', 'M9Aie']",exclusive,"['zSsdv', 'ZyVBc', 'KoO2X']",f9d6810b-2e8e-4f01-a09d-1b082c4d9d20,169.48,93.32,148.4,159.94,88.522733,-156.9812,5911615173394,"['GKgO5', 'c10vK', 'PPXsq']",4.8
Product 7f4Rq,https://example.com/HFTn1ez9,Description 1DZUXlpXfJgz9b69hLaV,142.66,233.73,38.96,91.07,138.9,Japan,12 days,Supplier E8WfY,26,"['m4uGa', 'M3mFy', 'bwcxG']","['Hdoep', '8An3M', '3zY2Z']","['oUBLx', 'dHQW5', 'qsf08']","[719.57, 141.03, 672.79]","[168.89, 290.01, 705.09]",817,in stock,2024-11-23T06:32:17.114737,"['YiEtD', 'PXrpG', 'hsisj']",True,Electronics/Phones,Yellow,Yellow,S,BrandC,Male,https://picsum.photos/seed/qHUEA/600/600,https://picsum.photos/seed/cUrzZ/50/50,https://picsum.photos/seed/xt54T/150/150,a50b1de8-059f-4af4-8d4a-691fd532399d,used,"['5V3jn', '3qDRG', 'T2qRR']",exclusive,"['5qMZw', 'yR6Ko', 'DLIL7']",8bceb5bf-5bfb-4732-b94e-43973905969e,304.71,167.92,124.34,30.32,-27.152838,169.327189,3004724002394,"['iPxFX', '33whq', 'b6RDB']",1.9
Product OI4yt,https://example.com/VlZAnd8B,Description mC1VE7D8wWntSksy7ih0,126.27,192.75,34.49,66.48,118.37,France,7 days,Supplier LdgtZ,50,"['iv1IC', 'Cvike', 'UOmB2']","['qIU1V', 'sPMT6', 'HGvGl']","['hGPaH', '7WIps', 'N049E']","[800.49, 306.95, 929.36]","[195.47, 327.36, 924.29]",255,preorder,2025-06-18T06:32:17.114840,"['QSNNB', 'VNj3o', 'TGYD6']",True,Sports/Outdoor,Green,Yellow,L,BrandA,Male,https://picsum.photos/seed/B8mdb/600/600,https://picsum.photos/seed/Yfa0W/50/50,https://picsum.photos/seed/9DsPj/150/150,80cebc62-2ccb-4607-aacf-b0d1243951ab,refurbished,"['ut836', 'F6Wqm', 'Tn5vN']",premium,"['gYOCt', 'JJqcq', 'p4UH0']",64cc9111-0fa7-480a-a792-4630115e7140,323.08,187.46,168.38,130.06,84.804771,-150.282039,4125475859817,"['co0zQ', 'l80o4', 'Up9eH']",2.1
Product i3VqW,https://example.com/FNsPbmec,Description 6EMmbi7xtktduy7lQuEm,467.48,487.32,4.07,19.839999999999975,151.16,Japan,4 days,Supplier qzZia,27,"['t6995', 'qJRrQ', 'dBKK5']","['YHXnZ', '0gDpo', 'wQRKZ']","['OHDR1', 'bhng6', 'b7O9K']","[336.53, 944.68, 610.37]","[71.35, 367.77, 87.93]",370,in stock,2024-12-22T06:32:17.114941,"['DdxVY', '0Kgqi', 'CMM9k']",False,Sports/Outdoor,White,Black,M,BrandD,Unisex,https://picsum.photos/seed/EqO6d/600/600,https://picsum.photos/seed/JvLSW/50/50,https://picsum.photos/seed/c986a/150/150,4766e47b-86c0-4343-a79b-5acbd79f5cc2,refurbished,"['RMWM3', 'GXdZo', 'oSyXA']",standard,"['rpubn', 'BjuxS', 'BessP']",bd16ff11-f9dd-47cb-be13-e5c185cd6f56,86.53,31.22,39.75,189.54,6.917936,-31.872521,6016758280926,"['sH3pG', 'S71Xe', '7qEsE']",4.6
Product 2NJLr,https://example.com/iET2nMjT,Description PzQCGmFsS2S7btI6drRq,436.85,532.51,17.96,95.65999999999997,92.6,Japan,6 days,Supplier wpkFx,12,"['8P2pq', 'cTjom', 'SzLf3']","['5icYL', 'Oq1mV', 'gzeAL']","['RdhU1', 'UdlUq', 'GoQxV']","[45.47, 897.29, 635.77]","[991.74, 800.87, 297.72]",321,in stock,2025-07-25T06:32:17.115032,"['EVlwX', 'Y2QEG', 'SkzXo']",True,Clothing/Men,Blue,Blue,S,BrandB,Female,https://picsum.photos/seed/GdFtc/600/600,https://picsum.photos/seed/rDhdC/50/50,https://picsum.photos/seed/leSsj/150/150,3c911986-a186-494d-a314-8046eea3f4a2,refurbished,"['IUDnj', 'ERjH0', '6vTE6']",exclusive,"['zPBfJ', 'ak4TT', '1SKz5']",2ea5394e-0d1f-4d0d-842d-8da9c81d97ae,240.44,76.79,152.35,131.05,70.77677,4.624643,1002887400221,"['3JR9V', 'ELaSZ', 'ZldoR']",4.5
Product I4uhZ,https://example.com/GeCDaZWt,Description kv7jnAz275S4ask0UKrp,106.45,157.92000000000002,32.59,51.47000000000001,17.68,Germany,8 days,Supplier ScxEx,50,"['KXdJj', 'EWkVY', 'Iecw3']","['zIapU', 'YPuCJ', 'uFhcq']","['DpNyj', 'vmCl9', 'EUyrV']","[167.13, 95.41, 119.89]","[693.88, 847.33, 431.2]",798,in stock,2025-08-20T06:32:17.115128,"['Iz22z', 'zarqh', 'DeYTN']",False,Clothing/Women,Black,White,M,BrandD,Unisex,https://picsum.photos/seed/JeNG1/600/600,https://picsum.photos/seed/ztH0s/50/50,https://picsum.photos/seed/dg7Vy/150/150,af3b34e4-ab74-4f62-a147-27a9f5568662,new,"['e2AmY', 'SDTmY', 'F6Jel']",exclusive,"['0In64', 'QuQCy', 'LJspA']",b6d209c9-7884-488b-ae35-5f5bde15f6fd,229.22,123.5,71.81,145.33,21.477936,-37.967115,3220170774539,"['42rmn', 'SriOh', 'zDq6h']",3.9
Product vHXMQ,https://example.com/3MGXhtlS,Description f06J6SVPcgYiAxirnLEZ,419.33,426.15999999999997,1.6,6.829999999999984,399.21,USA,2 days,Supplier 4D9uc,17,"['P9SwI', 'KG75c', '1SnlE']","['WQxfZ', 'LN2ed', 'GMyg9']","['byrqd', 'iL3FF', '9fQR8']","[286.78, 182.48, 527.06]","[422.8, 55.49, 726.56]",553,in stock,2025-07-07T06:32:17.115219,"['jjLyu', 'otZGY', 'vbLQ5']",False,Electronics/Phones,White,White,XL,BrandC,Unisex,https://picsum.photos/seed/kHs79/600/600,https://picsum.photos/seed/UZykj/50/50,https://picsum.photos/seed/V3O6g/150/150,f302b027-8d13-4951-a0a5-2ef683074d17,refurbished,"['j7gcw', 'G8Fnd', 'fkr1M']",premium,"['pMIKJ', 'T9n97', 'DR77i']",e898720f-e2f0-4f35-94b3-5bd90f2821a5,289.51,39.11,157.37,146.82,32.266953,-37.949867,6768164423706,"['lFjkJ', 'lJSEm', 'NOsdb']",1.5
Product LJmye,https://example.com/gCBzubiz,Description 4dNtzRxTfvTAIgFrqc3V,466.03,494.67999999999995,5.79,28.649999999999977,241.79,USA,9 days,Supplier DN2gd,7,"['fPffI', 'IDssb', 'AuHEy']","['Qzpmu', 'umTco', 'kcN5e']","['TtBZV', 'nqcA1', 'Wg2G0']","[75.52, 39.79, 705.69]","[72.0, 742.96, 27.72]",421,preorder,2025-01-20T06:32:17.115335,"['lrXU2', 'wpaDf', 'OlPBV']",True,Home/Furniture,Green,Green,L,BrandB,Female,https://picsum.photos/seed/6vgac/600/600,https://picsum.photos/seed/NrZQn/50/50,https://picsum.photos/seed/WTgYR/150/150,56e18f53-df97-4000-8b39-a1b7540872ac,new,"['C7Y3S', 'Bb7iY', 'jC0U9']",standard,"['pOZaa', 'teqpB', 'Upkwc']",955cce72-c912-4536-b044-07b1fb46401d,319.73,179.43,14.39,16.91,75.762642,-89.716019,3282244041969,"['JwPyC', '0AGok', 'vaS9i']",3.5
Product qFIql,https://example.com/CrPMdAkD,Description azbrCeHkpkIoYRW84fmD,349.37,414.01,15.61,64.63999999999999,126.22,France,6 days,Supplier HtkoN,24,"['h5fCs', 'cUERW', 'Y4DWZ']","['IjL65', 'Bc2B1', 'bfJM1']","['MSg6m', 'VyP0T', '5UlQ1']","[876.84, 301.41, 672.4]","[43.3, 413.79, 953.87]",995,out of stock,2025-04-25T06:32:17.115429,"['nD9pV', 'cW51m', 'gxu1g']",True,Clothing/Women,Green,White,M,BrandB,Female,https://picsum.photos/seed/UCnFF/600/600,https://picsum.photos/seed/RkDi2/50/50,https://picsum.photos/seed/t1r3y/150/150,f4fe6805-dc6b-41fd-a017-5a764394c241,refurbished,"['TC1be', 'VaDKZ', '6V9FW']",standard,"['pwM5b', '0YbTp', 'U8mRF']",a5f12ff9-34a2-4332-8f4f-69f162dfec5a,324.89,112.75,174.44,113.86,-20.31521,-129.617913,8260961909429,"['zr2v0', 'o8iJe', 'eitCO']",3.9
Product VlQja,https://example.com/PgJ2Jo2C,Description DQ4MWw2pWDjrDLgsdGre,151.54,200.75,24.51,49.21000000000001,134.9,USA,9 days,Supplier TI0zJ,4,"['2unBJ', 'BJIzr', '94cFC']","['gwoL4', 'cUA0L', 'vedfg']","['JPXah', 'HonMq', 'iRoEr']","[115.48, 977.8, 72.55]","[16.47, 637.28, 620.16]",943,in stock,2024-10-04T06:32:17.115533,"['0KeXV', 'TiJ7n', 'jn3WG']",False,Clothing/Women,Black,White,XL,BrandD,Unisex,https://picsum.photos/seed/I47Wt/600/600,https://picsum.photos/seed/nnKIo/50/50,https://picsum.photos/seed/z72ok/150/150,7f2a8f98-cdb6-4ba0-a22f-3e928497a27a,refurbished,"['o3fh0', '8l8ur', 'G8xOu']",standard,"['hyKWA', 'R8tqa', '4b8VX']",ed919570-3290-41cc-83e3-481b0cd8cd1e,33.34,65.85,64.99,62.86,-26.530447,-23.621114,5316541400166,"['QPvk7', 'do5OB', 'zBdTZ']",4.1
Product q3kVD,https://example.com/NbRHZLvY,Description xmuJMWSIlP2iVD0Lb2rl,105.95,116.31,8.91,10.36,59.04,Canada,11 days,Supplier HiE8e,46,"['YpVzM', 'zZzP1', 'pQ0dd']","['iEBRc', 'FszzC', 'Tikmh']","['kso6A', 'tzllC', 'HgAUF']","[849.33, 85.04, 890.42]","[540.78, 279.87, 761.78]",278,in stock,2025-06-03T06:32:17.115638,"['viplC', '3kDAO', 'xMMMl']",True,Electronics/Phones,Black,Black,L,BrandD,Male,https://picsum.photos/seed/JvDlD/600/600,https://picsum.photos/seed/WYqWb/50/50,https://picsum.photos/seed/Uelhr/150/150,8ef8be4f-e296-4020-8d93-9567ec47dc5d,refurbished,"['KUpDs', 'CeLCv', 'wWvZK']",exclusive,"['hjg8j', 'TAnYh', 'UOKtt']",e363f686-8081-4c2b-80f4-6072673849b9,146.78,174.95,43.67,110.74,36.53604,112.687271,0805983238658,"['6LcKt', 'oBbvJ', 'MlSyo']",2.3
Product npalD,https://example.com/05Crccpt,Description seWy3npaDt7g3ANhVAEP,228.57,255.38,10.5,26.810000000000002,197.96,Japan,5 days,Supplier aQHdK,35,"['mjHJV', 'PO1UZ', 'XDGPo']","['kfBiR', '9xV2v', 'zTsl6']","['ts9d2', 'VwkXC', 'VMWbM']","[89.54, 592.91, 995.4]","[854.79, 844.5, 55.15]",677,in stock,2024-11-08T06:32:17.115743,"['wdsug', 'icyGK', 'mc90b']",True,Clothing/Women,Yellow,Black,L,BrandB,Male,https://picsum.photos/seed/jTZrE/600/600,https://picsum.photos/seed/lRjnW/50/50,https://picsum.photos/seed/C4YN1/150/150,00be63e0-2902-4143-aa57-51fd47978d84,new,"['K1EhI', 'QjXpd', 'y9zMa']",exclusive,"['TWUeP', '5MDiv', 'ekRXX']",cb4bbaaf-39af-49c9-8117-d58e6b326866,449.01,166.7,46.94,122.46,-58.229839,67.064454,4162941190032,"['otMBD', 'vAai5', 'X5Vq4']",1.4
Product tkKbO,https://example.com/lxVbeRXn,Description uuTajNssnUDSWRYPEM31,313.33,327.97999999999996,4.47,14.649999999999977,163.81,USA,6 days,Supplier YFnRp,5,"['CXMjB', '9L0RP', 'gOw3G']","['GM5gf', 'hMl0B', '8ILQe']","['rbhaP', 'pUAuy', 'By0CJ']","[550.45, 864.59, 396.35]","[672.31, 178.26, 220.8]",615,preorder,2025-04-09T06:32:17.115833,"['zSiL1', 'W3SDr', '9SQR1']",False,Clothing/Women,Black,Yellow,XL,BrandC,Unisex,https://picsum.photos/seed/ff2XV/600/600,https://picsum.photos/seed/Vi4dt/50/50,https://picsum.photos/seed/iFaOc/150/150,4568c6a3-b709-4ec0-8ee0-0fa2f9c4422b,used,"['GTJsX', 'KLXdZ', 'pbyna']",standard,"['LFHYY', 'QGpte', '8lH39']",401e7717-e41e-400d-8500-c82dc6564b61,257.47,197.31,187.65,46.16,50.014232,80.78704,1614196727268,"['YeDsw', '6kaqd', 'JRkfR']",4.7
Product tLnDe,https://example.com/7Qv50l2q,Description 2tTwQscPJvPB8pa6dXCZ,239.33,282.64,15.32,43.309999999999974,55.23,Canada,1 days,Supplier 5Txwn,11,"['0QoIQ', 'aEZng', 'nW82v']","['z8E0p', 'hPqdu', 'BKKzI']","['2yYOj', 'aVSW4', 'JhRvJ']","[319.45, 870.51, 785.07]","[414.98, 301.02, 683.51]",126,preorder,2024-11-22T06:32:17.115930,"['GpdZW', '4vtdn', 'M4f4U']",True,Clothing/Men,Green,Red,S,BrandD,Female,https://picsum.photos/seed/YQHtS/600/600,https://picsum.photos/seed/Tjnct/50/50,https://picsum.photos/seed/jENzl/150/150,08c7aa65-910f-45d6-b965-6f43830aa750,used,"['ChbEI', 'nl4Cf', 'ROKhw']",standard,"['m8VdC', '99qL9', 'mMfcU']",a88a5ac9-ddcb-4d2b-8032-24347da4b821,388.79,108.9,94.84,180.61,-53.853314,133.116605,5118945579432,"['l3u5k', 'bOPLF', 'aBEHz']",4.3
